date,scheme_code,scheme_name,provider,category,plan,option,nav,isin_growth,isin_reinvest
2026-02-16,SIF-29,Titanium Hybrid Long-Short Fund Regular Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.0842,INF277K30013,
2026-02-16,SIF-3,qsif Equity Long Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,9.8056,INF966L30027,
2026-02-16,SIF-30,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Payout Option,10.0842,INF277K30039,
2026-02-16,SIF-31,Titanium Hybrid Long-Short Fund Direct Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Payout Option,10.1173,INF277K30062,
2026-02-16,SIF-32,Titanium Hybrid Long-Short Fund Direct Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.1173,INF277K30047,
2026-02-16,SIF-33,iSIF Equity Ex-Top 100 Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,9.97,INF109K30042,
2026-02-16,SIF-34,iSIF Equity Ex-Top 100 Long-Short Fund - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,9.97,INF109K30034,
2026-02-16,SIF-35,iSIF Hybrid Long-Short Fund - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.0692,INF109K30018,
2026-02-16,SIF-36,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.0738,INF109K30026,
2026-02-16,SIF-4,qsif Equity Long Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,9.8056,INF966L30050,INF966L30068
2026-02-16,SIF-40,Arudha Hybrid Long-Short Fund-Regular Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.058,INF194K30010,
2026-02-16,SIF-44,Arudha Hybrid Long-Short Fund-Regular Plan-Monthly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Monthly IDCW,10.058,INF194K30051,INF194K30135
2026-02-16,SIF-48,Arudha Hybrid Long-Short Fund-Direct Plan-Half Yearly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Half Yearly IDCW,10.06,INF194K30242,INF194K30325
2026-02-16,SIF-5,qsif Hybrid Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,9.9107,INF966L30076,
2026-02-16,SIF-54,Arudha Hybrid Long-Short Fund-Direct Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.06,INF194K30184,
2026-02-16,SIF-6,qsif Hybrid Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Option,9.9107,INF966L30092,INF966L30100
2026-02-16,SIF-7,qsif Hybrid Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,9.8581,INF966L30084,
2026-02-16,SIF-9,Altiva Hybrid Long-Short Fund - Direct Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.3715,INF754K30011,
2026-02-17,SIF-1,qsif Equity Long Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,9.8804,INF966L30019,
2026-02-17,SIF-10,Altiva Hybrid Long-Short Fund - Direct Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.3818,INF754K30029,INF754K30037
2026-02-17,SIF-11,Altiva Hybrid Long-Short Fund - Regular Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.3471,INF754K30052,
2026-02-17,SIF-12,Altiva Hybrid Long-Short Fund - Regular Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.3471,INF754K30060,INF754K30078
2026-02-17,SIF-13,Magnum Hybrid Long Short Fund - Regular Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.2094,INF200K30015,
2026-02-17,SIF-14,Magnum Hybrid Long Short Fund - Direct  Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.2348,INF200K30049,
2026-02-17,SIF-15,Magnum Hybrid Long Short Fund - Direct Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.2348,INF200K30056,INF200K30064
2026-02-17,SIF-16,Magnum Hybrid Long Short Fund - Regular Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.2085,INF200K30023,INF200K30031
2026-02-17,SIF-19,Diviniti Equity Long Short Fund - Direct Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,991.2977,INF00XX30043,
2026-02-17,SIF-2,qsif Equity Long Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,9.8804,INF966L30035,INF966L30043
2026-02-17,SIF-20,Diviniti Equity Long Short Fund - Direct Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,991.2977,INF00XX30050,INF00XX30068
2026-02-17,SIF-21,Diviniti Equity Long Short Fund - Regular Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,988.0035,INF00XX30019,
2026-02-17,SIF-22,Diviniti Equity Long Short Fund - Regular Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,988.0035,INF00XX30027,INF00XX30035
2026-02-17,SIF-23,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth Option,9.5183,INF966L30159,
2026-02-17,SIF-24,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW Option,9.5183,INF966L30167,INF966L30175
2026-02-17,SIF-25,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth Option,9.4803,INF966L30183,
2026-02-17,SIF-26,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,9.4803,INF966L30191,INF966L30209
2026-02-17,SIF-27,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Reinvestment Option,10.1041,,INF277K30021
2026-02-17,SIF-28,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Reinvestment Option,10.1378,,INF277K30054
2026-02-17,SIF-29,Titanium Hybrid Long-Short Fund Regular Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.1041,INF277K30013,
2026-02-17,SIF-3,qsif Equity Long Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,9.8271,INF966L30027,
2026-02-17,SIF-30,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Payout Option,10.1041,INF277K30039,
2026-02-17,SIF-31,Titanium Hybrid Long-Short Fund Direct Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Payout Option,10.1378,INF277K30062,
2026-02-17,SIF-32,Titanium Hybrid Long-Short Fund Direct Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.1378,INF277K30047,
2026-02-17,SIF-33,iSIF Equity Ex-Top 100 Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.01,INF109K30042,
2026-02-17,SIF-34,iSIF Equity Ex-Top 100 Long-Short Fund - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.0,INF109K30034,
2026-02-17,SIF-35,iSIF Hybrid Long-Short Fund - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.0873,INF109K30018,
2026-02-17,SIF-36,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.0924,INF109K30026,
2026-02-17,SIF-4,qsif Equity Long Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,9.8271,INF966L30050,INF966L30068
2026-02-17,SIF-40,Arudha Hybrid Long-Short Fund-Regular Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.063,INF194K30010,
2026-02-17,SIF-44,Arudha Hybrid Long-Short Fund-Regular Plan-Monthly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Monthly IDCW,10.063,INF194K30051,INF194K30135
2026-02-17,SIF-48,Arudha Hybrid Long-Short Fund-Direct Plan-Half Yearly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Half Yearly IDCW,10.065,INF194K30242,INF194K30325
2026-02-17,SIF-5,qsif Hybrid Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,9.9227,INF966L30076,
2026-02-17,SIF-54,Arudha Hybrid Long-Short Fund-Direct Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.066,INF194K30184,
2026-02-17,SIF-6,qsif Hybrid Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Option,9.9227,INF966L30092,INF966L30100
2026-02-17,SIF-7,qsif Hybrid Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,9.8697,INF966L30084,
2026-02-17,SIF-9,Altiva Hybrid Long-Short Fund - Direct Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.3818,INF754K30011,
2026-02-18,SIF-1,qsif Equity Long Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,9.9063,INF966L30019,
2026-02-18,SIF-10,Altiva Hybrid Long-Short Fund - Direct Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.395,INF754K30029,INF754K30037
2026-02-18,SIF-11,Altiva Hybrid Long-Short Fund - Regular Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.36,INF754K30052,
2026-02-18,SIF-12,Altiva Hybrid Long-Short Fund - Regular Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.36,INF754K30060,INF754K30078
2026-02-18,SIF-13,Magnum Hybrid Long Short Fund - Regular Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.228,INF200K30015,
2026-02-18,SIF-14,Magnum Hybrid Long Short Fund - Direct  Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.2537,INF200K30049,
2026-02-18,SIF-15,Magnum Hybrid Long Short Fund - Direct Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.2537,INF200K30056,INF200K30064
2026-02-18,SIF-16,Magnum Hybrid Long Short Fund - Regular Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.2272,INF200K30023,INF200K30031
2026-02-18,SIF-19,Diviniti Equity Long Short Fund - Direct Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,993.9071,INF00XX30043,
2026-02-18,SIF-2,qsif Equity Long Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,9.9063,INF966L30035,INF966L30043
2026-02-18,SIF-20,Diviniti Equity Long Short Fund - Direct Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,993.9071,INF00XX30050,INF00XX30068
2026-02-18,SIF-21,Diviniti Equity Long Short Fund - Regular Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,990.5623,INF00XX30019,
2026-02-18,SIF-22,Diviniti Equity Long Short Fund - Regular Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,990.5623,INF00XX30027,INF00XX30035
2026-02-18,SIF-23,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth Option,9.5307,INF966L30159,
2026-02-18,SIF-24,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW Option,9.5307,INF966L30167,INF966L30175
2026-02-18,SIF-25,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth Option,9.4922,INF966L30183,
2026-02-18,SIF-26,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,9.4922,INF966L30191,INF966L30209
2026-02-18,SIF-27,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Reinvestment Option,10.124,,INF277K30021
2026-02-18,SIF-28,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Reinvestment Option,10.1583,,INF277K30054
2026-02-18,SIF-29,Titanium Hybrid Long-Short Fund Regular Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.124,INF277K30013,
2026-02-18,SIF-3,qsif Equity Long Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,9.8524,INF966L30027,
2026-02-18,SIF-30,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Payout Option,10.124,INF277K30039,
2026-02-18,SIF-31,Titanium Hybrid Long-Short Fund Direct Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Payout Option,10.1583,INF277K30062,
2026-02-18,SIF-32,Titanium Hybrid Long-Short Fund Direct Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.1583,INF277K30047,
2026-02-18,SIF-33,iSIF Equity Ex-Top 100 Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.02,INF109K30042,
2026-02-18,SIF-34,iSIF Equity Ex-Top 100 Long-Short Fund - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.02,INF109K30034,
2026-02-18,SIF-35,iSIF Hybrid Long-Short Fund - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.0983,INF109K30018,
2026-02-18,SIF-36,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.1037,INF109K30026,
2026-02-18,SIF-4,qsif Equity Long Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,9.8524,INF966L30050,INF966L30068
2026-02-18,SIF-40,Arudha Hybrid Long-Short Fund-Regular Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.06,INF194K30010,
2026-02-18,SIF-44,Arudha Hybrid Long-Short Fund-Regular Plan-Monthly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Monthly IDCW,10.06,INF194K30051,INF194K30135
2026-02-18,SIF-48,Arudha Hybrid Long-Short Fund-Direct Plan-Half Yearly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Half Yearly IDCW,10.062,INF194K30242,INF194K30325
2026-02-18,SIF-5,qsif Hybrid Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,9.9163,INF966L30076,
2026-02-18,SIF-54,Arudha Hybrid Long-Short Fund-Direct Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.063,INF194K30184,
2026-02-18,SIF-6,qsif Hybrid Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Option,9.9163,INF966L30092,INF966L30100
2026-02-18,SIF-7,qsif Hybrid Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,9.8628,INF966L30084,
2026-02-18,SIF-9,Altiva Hybrid Long-Short Fund - Direct Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.395,INF754K30011,
2026-02-19,SIF-1,qsif Equity Long Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,9.8179,INF966L30019,
2026-02-19,SIF-10,Altiva Hybrid Long-Short Fund - Direct Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.3383,INF754K30029,INF754K30037
2026-02-19,SIF-11,Altiva Hybrid Long-Short Fund - Regular Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.353,INF754K30052,
2026-02-19,SIF-12,Altiva Hybrid Long-Short Fund - Regular Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.3031,INF754K30060,INF754K30078
2026-02-19,SIF-13,Magnum Hybrid Long Short Fund - Regular Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.2083,INF200K30015,
2026-02-19,SIF-14,Magnum Hybrid Long Short Fund - Direct  Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.2342,INF200K30049,
2026-02-19,SIF-15,Magnum Hybrid Long Short Fund - Direct Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.2342,INF200K30056,INF200K30064
2026-02-19,SIF-16,Magnum Hybrid Long Short Fund - Regular Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.2075,INF200K30023,INF200K30031
2026-02-19,SIF-19,Diviniti Equity Long Short Fund - Direct Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,983.6339,INF00XX30043,
2026-02-19,SIF-2,qsif Equity Long Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,9.8179,INF966L30035,INF966L30043
2026-02-19,SIF-20,Diviniti Equity Long Short Fund - Direct Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,983.6339,INF00XX30050,INF00XX30068
2026-02-19,SIF-21,Diviniti Equity Long Short Fund - Regular Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,980.2824,INF00XX30019,
2026-02-19,SIF-22,Diviniti Equity Long Short Fund - Regular Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,980.2824,INF00XX30027,INF00XX30035
2026-02-19,SIF-23,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth Option,9.4375,INF966L30159,
2026-02-19,SIF-24,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW Option,9.4375,INF966L30167,INF966L30175
2026-02-19,SIF-25,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth Option,9.3989,INF966L30183,
2026-02-19,SIF-26,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,9.3989,INF966L30191,INF966L30209
2026-02-19,SIF-27,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Reinvestment Option,10.0657,,INF277K30021
2026-02-19,SIF-28,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Reinvestment Option,10.1002,,INF277K30054
2026-02-19,SIF-29,Titanium Hybrid Long-Short Fund Regular Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.0657,INF277K30013,
2026-02-19,SIF-3,qsif Equity Long Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,9.7641,INF966L30027,
2026-02-19,SIF-30,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Payout Option,10.0657,INF277K30039,
2026-02-19,SIF-31,Titanium Hybrid Long-Short Fund Direct Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Payout Option,10.1002,INF277K30062,
2026-02-19,SIF-32,Titanium Hybrid Long-Short Fund Direct Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.1002,INF277K30047,
2026-02-19,SIF-33,iSIF Equity Ex-Top 100 Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,9.94,INF109K30042,
