date,scheme_code,scheme_name,provider,category,plan,option,nav,isin_growth,isin_reinvest
2026-07-14,SIF-148,INFINITY HYBRID LONG-SHORT FUND-DIRECT - IDCW,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.093,INF174K30020,INF174K30038
2026-07-14,SIF-15,Magnum Hybrid Long Short Fund - Direct Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.4996,INF200K30056,INF200K30064
2026-07-14,SIF-16,Magnum Hybrid Long Short Fund - Regular Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.4367,INF200K30023,INF200K30031
2026-07-14,SIF-19,Diviniti Equity Long Short Fund - Direct Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,948.2535,INF00XX30043,
2026-07-14,SIF-2,qsif Equity Long Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,11.0468,INF966L30035,INF966L30043
2026-07-14,SIF-20,Diviniti Equity Long Short Fund - Direct Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,948.2535,INF00XX30050,INF00XX30068
2026-07-14,SIF-21,Diviniti Equity Long Short Fund - Regular Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,939.4707,INF00XX30019,
2026-07-14,SIF-22,Diviniti Equity Long Short Fund - Regular Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,939.4707,INF00XX30027,INF00XX30035
2026-07-14,SIF-23,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth Option,10.7891,INF966L30159,
2026-07-14,SIF-24,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW Option,10.7891,INF966L30167,INF966L30175
2026-07-14,SIF-25,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth Option,10.6814,INF966L30183,
2026-07-14,SIF-26,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,10.6814,INF966L30191,INF966L30209
2026-07-14,SIF-27,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Reinvestment Option,10.0905,,INF277K30021
2026-07-14,SIF-28,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Reinvestment Option,10.1981,,INF277K30054
2026-07-14,SIF-29,Titanium Hybrid Long-Short Fund Regular Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.0905,INF277K30013,
2026-07-14,SIF-3,qsif Equity Long Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,10.9222,INF966L30027,
2026-07-14,SIF-30,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Payout Option,10.0905,INF277K30039,
2026-07-14,SIF-31,Titanium Hybrid Long-Short Fund Direct Plan IDCW Payout,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Payout Option,10.1981,INF277K30062,
2026-07-14,SIF-32,Titanium Hybrid Long-Short Fund Direct Plan Growth,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.1981,INF277K30047,
2026-07-14,SIF-33,iSIF Equity Ex-Top 100 Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.29,INF109K30042,
2026-07-14,SIF-34,iSIF Equity Ex-Top 100 Long-Short Fund - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.22,INF109K30034,
2026-07-14,SIF-35,iSIF Hybrid Long-Short Fund - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.1869,INF109K30018,
2026-07-14,SIF-36,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.2514,INF109K30026,
2026-07-14,SIF-4,qsif Equity Long Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,10.9222,INF966L30050,INF966L30068
2026-07-14,SIF-40,Arudha Hybrid Long-Short Fund-Regular Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.305,INF194K30010,
2026-07-14,SIF-44,Arudha Hybrid Long-Short Fund-Regular Plan-Monthly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Monthly IDCW,10.305,INF194K30051,INF194K30135
2026-07-14,SIF-48,Arudha Hybrid Long-Short Fund-Direct Plan-Half Yearly IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Half Yearly IDCW,10.325,INF194K30242,INF194K30325
2026-07-14,SIF-5,qsif Hybrid Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth Option,10.7978,INF966L30076,
2026-07-14,SIF-51,Arudha Hybrid Long-Short Fund-Direct Plan-Annual IDCW,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Annual IDCW,10.232,INF194K30259,INF194K30333
2026-07-14,SIF-54,Arudha Hybrid Long-Short Fund-Direct Plan-Growth,Arudha SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.327,INF194K30184,
2026-07-14,SIF-55,DynaSIF Equity Long - Short Fund - Regular Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,GROWTH OPTION,10.552,INF579M30018,
2026-07-14,SIF-57,DynaSIF Equity Long - Short Fund - Direct Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,GROWTH OPTION,10.6128,INF579M30042,
2026-07-14,SIF-59,DynaSIF Equity Long - Short Fund - Regular Plan - IDCW Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,10.552,INF579M30026,INF579M30034
2026-07-14,SIF-6,qsif Hybrid Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Option,10.7978,INF966L30092,INF966L30100
2026-07-14,SIF-61,Arudha Equity Long-Short Fund-Direct Plan-Growth,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,10.465,INF194K30523,
2026-07-14,SIF-62,Arudha Equity Long-Short Fund-Regular Plan-Growth,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,10.417,INF194K30358,
2026-07-14,SIF-69,Arudha Equity Long-Short Fund-Regular Plan-Monthly IDCW,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Monthly IDCW,10.286,INF194K30390,INF194K30473
2026-07-14,SIF-7,qsif Hybrid Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth Option,10.6723,INF966L30084,
2026-07-14,SIF-71,Arudha Equity Long-Short Fund-Regular Plan-Quarterly IDCW,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Quarterly IDCW,10.417,INF194K30408,INF194K30481
2026-07-14,SIF-75,Arudha Equity Long-Short Fund-Regular Plan-Annual IDCW,Arudha SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Annual IDCW,10.126,INF194K30424,INF194K30507
2026-07-14,SIF-79,Apex Hybrid Long-Short Fund-Direct Growth,Apex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,GROWTH,10.3635,INF209K30016,
2026-07-14,SIF-8,qsif Hybrid Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Option,10.8505,INF966L30118,INF966L30126
2026-07-14,SIF-80,Apex Hybrid Long-Short Fund - Regular - Growth,Apex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,GROWTH,10.3281,INF209K30040,
2026-07-14,SIF-83,Apex Hybrid Long-Short Fund - Direct - Payout of IDCW,Apex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.3633,INF209K30024,INF209K30032
2026-07-14,SIF-86,DynaSIF Active Asset Allocator Long-Short Fund - Direct Plan - IDCW Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,IDCW Option,10.3872,INF579M30117,INF579M30125
2026-07-14,SIF-87,DynaSIF Active Asset Allocator Long-Short Fund - Regular Plan - Growth Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,GROWTH OPTION,10.3462,INF579M30075,
2026-07-14,SIF-88,DynaSIF Active Asset Allocator Long- Short Fund - Direct Plan - Growth Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,GROWTH OPTION,10.3872,INF579M30109,
2026-07-14,SIF-89,DynaSIF Active Asset Allocator Long-Short Fund - Regular Plan - IDCW Option,DynaSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,IDCW Option,10.3462,INF579M30083,INF579M30091
2026-07-14,SIF-9,Altiva Hybrid Long-Short Fund - Direct Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.8928,INF754K30011,
2026-07-14,SIF-90,qsif Active Asset Allocator Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,Growth Option,10.8615,INF966L30241,
2026-07-14,SIF-91,qsif Actice Asset Allocator Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,IDCW Option,10.8195,INF966L30225,INF966L30233
2026-07-14,SIF-92,qsif Actice Asset Allocator Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,IDCW Option,10.8615,INF966L30258,INF966L30266
2026-07-14,SIF-93,qsif Active Asset Allocator Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,Growth Option,10.8195,INF966L30217,
2026-07-14,SIF-94,Sapphire Equity Long-Short SIF - Direct- IDCW,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW,1004.6707,INF090I30063,INF090I30055
2026-07-14,SIF-95,Sapphire Equity Long-Short SIF - Direct - Growth,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,1004.6707,INF090I30048,
2026-07-14,SIF-96,Sapphire Equity Long-Short SIF - Growth,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,1001.0415,INF090I30014,
2026-07-14,SIF-97,Sapphire Equity Long-Short SIF - IDCW,Sapphire SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW,1001.0415,INF090I30030,INF090I30022
2026-07-14,SIF-98,Titanium Equity Long-Short Fund Regular IDCW Payout,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Payout Option,10.2995,INF277K30096,
2026-07-14,SIF-99,Titanium Equity Long-Short Fund Direct Growth,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,10.3324,INF277K30104,
2026-07-15,SIF-1,qsif Equity Long Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,11.1025,INF966L30019,
2026-07-15,SIF-10,Altiva Hybrid Long-Short Fund - Direct Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.6388,INF754K30029,INF754K30037
2026-07-15,SIF-101,Titanium Equity Long-Short Fund Regular IDCW Reinvestment,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Reinvestment Option,10.3264,,INF277K30088
2026-07-15,SIF-102,Titanium Equity Long-Short Fund Regular Growth,Titanium SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,10.3264,INF277K30070,
2026-07-15,SIF-104,WSIF Equity Ex-Top 100 Long-Short Fund - Direct IDCW,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW,10.7888,INF2F0030056,INF2F0030064
2026-07-15,SIF-105,WSIF Equity Ex-Top 100 Long-Short Fund - Regular Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.7468,INF2F0030015,
2026-07-15,SIF-106,WSIF Equity Ex-Top 100 Long-Short Fund - Regular IDCW,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW,10.7468,INF2F0030023,INF2F0030031
2026-07-15,SIF-107,WSIF Equity Ex-Top 100 Long-Short Fund - Direct Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.8067,INF2F0030049,
2026-07-15,SIF-108,WSIF Equity Long-Short Fund - Direct Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,10.7139,INF2F0030106,
2026-07-15,SIF-11,Altiva Hybrid Long-Short Fund - Regular Plan - Growth,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.8195,INF754K30052,
2026-07-15,SIF-110,WSIF Equity Long-Short Fund - Regular IDCW,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW,10.6715,INF2F0030080,INF2F0030098
2026-07-15,SIF-111,WSIF Equity Long-Short Fund - Regular Growth,WSIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,10.671,INF2F0030072,
2026-07-15,SIF-112,Arthaya Equity Long Short Fund - Direct Plan - Growth Option,Arthaya SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,10.0815,INF582M30046,
2026-07-15,SIF-114,Arthaya Equity Long Short Fund - Regular Plan - Growth Option,Arthaya SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,10.0608,INF582M30012,
2026-07-15,SIF-115,Arthaya Equity Long Short Fund - Regular Plan - IDCW Option,Arthaya SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,10.0608,INF582M30020,INF582M30038
2026-07-15,SIF-116,qsif Sector Rotation Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Direct,Growth Option,10.3517,INF966L30274,
2026-07-15,SIF-117,qsif Sector Rotation Long-Short Fund - Growth Option - RegularPlan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Regular,Growth Option,10.3238,INF966L30308,
2026-07-15,SIF-118,qsif Sector Rotation Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Direct,IDCW Option,10.3517,INF966L30290,INF966L30282
2026-07-15,SIF-119,qsif Sector Rotation Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Sector Rotation Long-Short Fund ),Regular,IDCW Option,10.3238,INF966L30324,INF966L30316
2026-07-15,SIF-12,Altiva Hybrid Long-Short Fund - Regular Plan - IDCW,Altiva SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.5604,INF754K30060,INF754K30078
2026-07-15,SIF-120,Altiva Equity Ex- Top 100 Long - Short Fund - Direct Plan - Growth,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth,10.8794,INF754K30094,
2026-07-15,SIF-121,Altiva Equity Ex- Top 100 Long - Short Fund - Direct Plan - IDCW,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW,10.8795,INF754K30102,INF754K30110
2026-07-15,SIF-122,Altiva Equity Ex- Top 100 Long - Short Fund - Regular Plan - Growth,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth,10.8606,INF754K30136,
2026-07-15,SIF-123,Altiva Equity Ex- Top 100 Long - Short Fund - Regular Plan - IDCW,Altiva SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW,10.8604,INF754K30144,
2026-07-15,SIF-124,iSIF Active Asset Allocator Long-Short Fund - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Regular,Growth,10.1892,INF109K30059,
2026-07-15,SIF-125,iSIF Active Asset Allocator Long-Short Fund - Direct Plan - Growth,iSIF SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Active Asset Allocator Long-Short Fund ),Direct,Growth,10.205,INF109K30067,
2026-07-15,SIF-126,iSIF Equity Long-Short Fund - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth,10.39,INF109K30075,
2026-07-15,SIF-127,iSIF Equity Long-Short Fund - Direct Plan - Growth,iSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth,10.41,INF109K30083,
2026-07-15,SIF-128,RedHex Hybrid Long-Short Fund - Regular - Growth,RedHex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.052,INF336L30015,
2026-07-15,SIF-129,RedHex Hybrid Long-Short Fund - Direct - Growth,RedHex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.0568,INF336L30049,
2026-07-15,SIF-13,Magnum Hybrid Long Short Fund - Regular Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.446,INF200K30015,
2026-07-15,SIF-130,RedHex Hybrid Long-Short Fund - Direct - IDCW,RedHex SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.057,INF336L30064,INF336L30056
2026-07-15,SIF-134,Platinum Hybrid Long-Short Fund - Direct Plan - Growth,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.113,INF769K30043,
2026-07-15,SIF-135,Platinum Hybrid Long-Short Fund - Direct Plan - IDCW,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.114,INF769K30068,INF769K30050
2026-07-15,SIF-136,Platinum Hybrid Long-Short Fund - Regular Plan - Growth,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,Growth,10.1,INF769K30019,
2026-07-15,SIF-137,Platinum Hybrid Long-Short Fund - Regular Plan - IDCW,Platinum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.1,INF769K30035,INF769K30027
2026-07-15,SIF-14,Magnum Hybrid Long Short Fund - Direct  Plan - Growth,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,Growth,10.5022,INF200K30049,
2026-07-15,SIF-140,DynaSIF Equity Ex-Top 100 Long - Short Fund - Direct Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,GROWTH OPTION,10.2921,INF579M30166,
2026-07-15,SIF-143,DynaSIF Equity Ex-Top 100 Long - Short Fund - Regular Plan - Growth Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,GROWTH OPTION,10.2797,INF579M30133,
2026-07-15,SIF-144,DynaSIF Equity Ex-Top 100 Long - Short Fund - Regular Plan - IDCW Option,DynaSIF SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,10.2797,INF579M30141,INF579M30158
2026-07-15,SIF-145,INFINITY HYBRID LONG-SHORT FUND-DIRECT - GROWTH,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,GROWTH,10.093,INF174K30012,
2026-07-15,SIF-146,INFINITY HYBRID LONG-SHORT FUND-REGULAR - GROWTH,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,GROWTH,10.09,INF174K30046,
2026-07-15,SIF-147,INFINITY HYBRID LONG-SHORT FUND-REGULAR - IDCW,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.09,INF174K30053,INF174K30061
2026-07-15,SIF-148,INFINITY HYBRID LONG-SHORT FUND-DIRECT - IDCW,Infinity SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.093,INF174K30020,INF174K30038
2026-07-15,SIF-15,Magnum Hybrid Long Short Fund - Direct Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW,10.5082,INF200K30056,INF200K30064
2026-07-15,SIF-16,Magnum Hybrid Long Short Fund - Regular Plan - Income Distribution Cum Capital Withdrawal,Magnum SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW,10.4451,INF200K30023,INF200K30031
2026-07-15,SIF-19,Diviniti Equity Long Short Fund - Direct Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,Growth Option,951.0819,INF00XX30043,
2026-07-15,SIF-2,qsif Equity Long Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,11.1025,INF966L30035,INF966L30043
2026-07-15,SIF-20,Diviniti Equity Long Short Fund - Direct Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Direct,IDCW Option,951.0819,INF00XX30050,INF00XX30068
2026-07-15,SIF-21,Diviniti Equity Long Short Fund - Regular Plan Growth Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,Growth Option,942.2351,INF00XX30019,
2026-07-15,SIF-22,Diviniti Equity Long Short Fund - Regular Plan IDCW Option,Diviniti SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Long-Short Fund ),Regular,IDCW Option,942.2351,INF00XX30027,INF00XX30035
2026-07-15,SIF-23,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,Growth Option,10.8427,INF966L30159,
2026-07-15,SIF-24,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Direct Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Direct,IDCW Option,10.8427,INF966L30167,INF966L30175
2026-07-15,SIF-25,qsif Equity Ex-Top 100 Long-Short Fund - Growth Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,Growth Option,10.7339,INF966L30183,
2026-07-15,SIF-26,qsif Equity Ex-Top 100 Long-Short Fund - IDCW Option - Regular Plan,qsif SIF,Open Ended Schemes ( Equity Oriented Investment Strategies - Equity Ex-Top 100 Long-Short Fund ),Regular,IDCW Option,10.7339,INF966L30191,INF966L30209
2026-07-15,SIF-27,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Regular,IDCW Reinvestment Option,10.1057,,INF277K30021
2026-07-15,SIF-28,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,Titanium SIF,Interval Fund Schemes ( Hybrid Investment Strategies - Hybrid Long-Short Fund ),Direct,IDCW Reinvestment Option,10.214,,INF277K30054
